url,rating,title,pros,cons,advice,reviewer,datetime,language,id,culture_and_values_rating,diversity_and_inclusion_rating,work_life_balance_rating,senior_management_rating,compensation_and_benefits_rating,career_opportunities_rating,location_id,location,is_current_job,rating_ceo,rating_business_outlook,rating_recommend_to_friend,length_of_employment,job_title,job_title_id
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW99866285.htm,4,Empresa boa caso a pessoa não tenha tanta  ambição,"Empresa extremamente correta, salário dentro/acima do mercado.",Promoções não ocorrem em tempos “normais” demoram muito para promover com isso acaba sendo desmotivador.,,Analista Pleno,2025-09-08T09:41:24.703,pt,99866285,3,4,5.0,3.0,4.0,3.0,2479061,"São Paulo, SP",False,,POSITIVE,POSITIVE,4,Analista Pleno,499208
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW99832796.htm,4,Visão de 3 anos da empresa,"Dificilmente você será demitido, bom salário e benefícios","Local perigoso. Mas não tem o que fazer, pois faz parte do processo.",,Engenheiro Júnior,2025-09-06T05:51:26.680,pt,99832796,3,2,3.0,3.0,5.0,5.0,4159014,Alumínio,True,,,POSITIVE,4,Engenheiro Júnior,4035239
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW99747243.htm,4,Boa empresa,"Empresa boa, segurança, e pessoas preparadas na liderança.",Salário baixo em relação a empresa do mesmo porte.,,Mecânico Lubrificador,2025-09-02T13:03:50.477,pt,99747243,3,5,3.0,5.0,3.0,5.0,4159014,Alumínio,True,,,,1,Mecânico Lubrificador,4081365
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW99676404.htm,4,Qualidade Geral,"Flexibilidade, PPR, Fretado, Alimentação no local","Para quem mora em Sorocaba, pelo fretado é muito tempo fora de casa, cerca de ~13h",,Ferramenteiro I,2025-08-29T08:35:53.750,pt,99676404,4,5,3.0,3.0,4.0,4.0,4159014,Alumínio,True,,POSITIVE,POSITIVE,2,Ferramenteiro I,4039383
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW99629161.htm,5,Percepção,"Salário 
Transporte 
Estabilidade
Clima
PPR","Crescimento 
Burocracia
Investimento 
Eficiência 
Produtividade",,Coordenador De Produção,2025-08-27T09:33:27.227,pt,99629161,5,5,5.0,4.0,4.0,4.0,4159014,Alumínio,True,,POSITIVE,POSITIVE,6,Coordenador De Produção,3473272
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW99540265.htm,4,BOA EMPRESA,"Remuneração,  fretado,  equipe, e, trabalhista","Refeitório, Rh burocrática,  nada adequar-se",,Analista Administrador,2025-08-22T16:03:53.897,pt,99540265,0,0,0.0,0.0,0.0,0.0,4159014,Alumínio,False,,,,0,Analista Administrador,4045708
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW99483905.htm,5,SALÁRIO ESTÁGIO,"Bom salário, boa experiência e aprendizado",Não tenho nada contra  estágio,,Estagiário Superior,2025-08-20T09:39:56.260,pt,99483905,5,5,5.0,5.0,4.0,5.0,4159014,Alumínio,True,,POSITIVE,POSITIVE,2,Estagiário Superior,499122
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW99482887.htm,4,Estágio na CBA,"Time muito acolhedor, aprendi bastante e ambiente muito agradável. ",Empresa tradicional onde os funcionários estão em seus cargos por anos. Baixa expectativa de crescimento.,,ESTÁGIO,2025-08-20T09:01:12.870,pt,99482887,4,3,4.0,4.0,3.0,3.0,,,True,,NEUTRAL,POSITIVE,0,ESTÁGIO,141127
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW99298561.htm,4,Excelente empresa,"Convênio medico,  gympass, Espaço saude","Vale alimentação, restaurante interno, horário fretado",,Coordinator,2025-08-11T18:03:28.143,pt,99298561,4,4,3.0,4.0,4.0,4.0,,,True,,POSITIVE,POSITIVE,0,Coordinator,45138
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW99279121.htm,5,.,Bom ambiente e boa equipe,Prefiro não informar contras neste momento ,,Eletricista De Manutenção,2025-08-11T01:43:22.320,pt,99279121,4,5,4.0,4.0,3.0,3.0,,,True,,NEUTRAL,POSITIVE,0,Eletricista De Manutenção,4035268
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW99227277.htm,4,Estágio em Sustentabilidade,"Valor justo para bolsa auxílio, bons benefícios, ambiente de verdadeiro aprendizado e crescimento profissional",Baixa perspectiva de efetivação e continuidade de projeto,,Estagiário,2025-08-07T15:07:46.680,pt,99227277,4,5,4.0,5.0,4.0,3.0,4159014,Alumínio,False,,,POSITIVE,2,Estagiário,31609
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW99150666.htm,3,Avaliação,"Empresa estável, para quem gosta de estabilidade é boa","Falta de reconhecimento, salário pode ser ruim em cargos operacionais",,Planejador De Manutenção Júnior,2025-08-04T15:20:27.660,pt,99150666,2,2,3.0,3.0,4.0,2.0,4159014,Alumínio,True,,NEUTRAL,POSITIVE,2,Planejador De Manutenção Júnior,4042354
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW99080238.htm,5,Uma boa empresa ,"Salario e beneficios pagos sempre em dia.
","Baixo salario 
Sem plano de carreira 
Valor VA muito baixo ","Parem de tomar decisões baseadas apenas nos documentos apresentados pelas lideranças. Pois muito do que é mostrado pelos mesmos. Nao condiz com a realidade do chão de fabrica.
Valorizem financeiramente seus empregados do chão de fabrica, pois a grande maioria, (eletricistas, mecânico, técnico, operadores) quem esta todos os dias fazendo a maquina rodar, se colocando em risco diariamente estão super mau remunerados. 
Tendo que trabalhar em mais um ou dois empregos para poder se sustentar. 
E dar uma vida digna para seus familiares. 
",Técnico Eletricista de alta tensão ,2025-07-31T14:36:15.320,pt,99080238,3,5,1.0,1.0,1.0,1.0,,,True,,NEUTRAL,POSITIVE,0,Técnico Eletricista de alta tensão ,7038130
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW99033462.htm,4,Salário,Bom salário para quem inicia,Pouca classificação em um longo período,,Líder De Equipe,2025-07-29T22:48:07.647,pt,99033462,0,0,0.0,0.0,0.0,0.0,4159014,Alumínio,False,,,,0,Líder De Equipe,4035246
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98925397.htm,2,Estagiário,Pouquíssimos. Parece ser melhor do que realmente é.,"Acompanhamento de estagiários não é efetivo de fato; Responsáveis têm problema em mostrar o que precisa ser feito. Pessoas com cargos maiores, há anos na empresa e que competem com estagiários por motivo nenhum.",,Estagiário Superior,2025-07-24T12:13:59.323,pt,98925397,1,3,1.0,1.0,3.0,1.0,4159014,Alumínio,True,,NEGATIVE,NEGATIVE,2,Estagiário Superior,499122
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98868435.htm,2,Como é trabalhar na cba,"Os salários são pagos rigorosamente em dia, o fretado não é cobrado, o pl da em torno de 2 salários  mensais por ano.","Ambiente extremamente agressivo, não há clareza sobre o que é necessário para subir de cargo, alta rotação delideres",,Mecânico De Manutenção 3,2025-07-22T11:37:42.970,pt,98868435,3,3,1.0,1.0,3.0,2.0,4159014,Alumínio,False,,NEGATIVE,NEGATIVE,9,Mecânico De Manutenção 3,4256185
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98772386.htm,5,Empresa ótima,"Empresa extremamente rígida com respeito e igualdade a todos os funcionários.
Oferece todo tipo de suporte para funcionários
Convênio médico Unimed e sírio libanês
Convênio odontológico Bradesco
Plr
Realmente é uma ótima empresa.",O salário é compatível com a cidade e região em que ela está. Não com o mercado de trabalho.,,Operador De Produção,2025-07-17T17:08:26.073,pt,98772386,5,5,5.0,4.0,3.0,5.0,,,True,,POSITIVE,POSITIVE,0,Operador De Produção,4035175
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98767897.htm,4,Cba,"Ambiente de trabalho muito bom, boas oportunidades para crescimento","Softwares desatualizados, falta limpeza nos banheiros que muitos sem condições de usar, vale alimentação muito baixo e salário muito a baixo",,Desenhista Projetista,2025-07-17T12:52:09.387,pt,98767897,4,5,2.0,2.0,3.0,4.0,4159014,Alumínio,False,,NEGATIVE,POSITIVE,2,Desenhista Projetista,637514
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98751490.htm,4,Consultor,"A empresa oferece bons benefícios, principalmente plano de saúde","Ainda é bastante engessada e alta liderança é controladora, o que acaba criando muita burocracia",Olhar mais para as necessidades reais dos colaboradores. Não adianta querer engajar funcionários sendo que falha no básico.,Consultor,2025-07-17T00:54:19.010,pt,98751490,3,5,4.0,3.0,4.0,3.0,2479061,"São Paulo, ",False,,NEGATIVE,POSITIVE,2,Consultor,929
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98610449.htm,4,Positiva,"Ótimos benefícios. Gympass, convênio odontológico, médico, cesta, fretado, folga em pontes e feriados.",Alguns líderes são engessados. Não dão muita oportunidade para quem já está lá.,,Estagiário,2025-07-10T14:44:17.367,pt,98610449,4,4,4.0,3.0,4.0,3.0,4159014,Alumínio,False,,POSITIVE,POSITIVE,4,Estagiário,31609
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98584145.htm,5,Analista,"Boa empresa, benefícios e salários compatíveis com o mercado",O valor do VA poderia ser melhor,,Analista Suprimentos Senior,2025-07-09T15:51:04.630,pt,98584145,5,5,5.0,5.0,4.0,5.0,4159014,Alumínio,False,,POSITIVE,POSITIVE,9,Analista Suprimentos Senior,6132901
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98512715.htm,3,CBA,"Ótimos benefícios (Remuneração Variável, Plano de Saúde, Previdência Privada, entre outros)","Salário está ultrapassado com relação ao mercado. Muitos novatos despreparados. Treinamentos fracos que não preparam o empregado. Turn Over elevadíssimo. Estrutura da empresa degradada. Pessoas despreparadas. Chão de fábrica que faz acontecer está cada vez mais colocado de lado, e quem manda são as areas corporativas (que não produzem uma grama de alumínio).",,Líder,2025-07-07T05:22:19.060,pt,98512715,4,5,3.0,1.0,1.0,3.0,4159014,Alumínio,False,,NEGATIVE,NEGATIVE,20,Líder,3295776
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98472505.htm,3,Empresa Ok,"Diversos benefícios, 
Time engajado
Fretado","Ambiente perigoso.
Apesar de todos os metódos ensinados sobre segurança do trabalho a fábrica é muito perigosa, muitos maquinários antigos e com grandes riscos de acidentes.
Sobre o cargo é difícil receber promoções.",,Mecânico De Manutenção,2025-07-04T07:06:45.057,pt,98472505,5,3,2.0,4.0,2.0,3.0,4159014,Alumínio,False,,,,1,Mecânico De Manutenção,765214
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98423879.htm,5,Excelente empresa,"Benefícios, plano de carreira,  excelente gestão, a empresa preza pelo bem estar dos funcionários",Não tem contras apenas pros,,Jovem Aprendiz De Produção,2025-07-02T08:09:50.153,pt,98423879,5,5,5.0,5.0,5.0,5.0,2504205,Itapissuma,False,,POSITIVE,POSITIVE,1,Jovem Aprendiz De Produção,4037782
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98412295.htm,2,Avaliação,"Bons benefícios, salário ok, fretado","Gestão fraca e mal caráter , fazem de tudo pra te prejudicar",,Operador produção 1,2025-07-01T22:08:17.597,pt,98412295,0,0,0.0,0.0,0.0,1.0,4159014,Alumínio,True,,,,0,Operador produção 1,5274191
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98409313.htm,1,Sem,Não há valorização do profissional,Muito baixo salário sem perspectiva de melhoras,Implementar um plano de carreira,Operador De Produção I,2025-07-01T18:29:33.290,pt,98409313,0,0,0.0,0.0,0.0,0.0,4159014,Alumínio,False,,,,1,Operador De Produção I,4035289
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98336323.htm,2,Piorou,Empresa de nome no ramo industrial,"tirou muitos benefícios, salário defasado para quem está entrando",,Jovem Aprendiz,2025-06-27T19:19:45.267,pt,98336323,0,0,0.0,0.0,0.0,0.0,4159014,Alumínio,False,,NEGATIVE,NEGATIVE,2,Jovem Aprendiz,375469
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98297617.htm,4,"Boa empresa, benefícios e cultura. Tem que gostar de acordar cedo.","Refeitório.
Transporte fretado de cidades próximas. (Sorocaba)
Boa previdência privada (Dobra aporte)
Cultura de empresa receptiva e pessoas educadas.
Boa cultura de governança.","Tem que acordar cedo para fretado. (Antes das 05:00)
Muito pó na área de trabalho em operações, manutenções e afins.
Estacionamento externo a fábrica sujeito a roubos.",Limpem as salas fornos.,Engenheiro De Automação,2025-06-26T05:31:16.357,pt,98297617,5,5,3.0,4.0,4.0,4.0,4159014,Alumínio,True,,POSITIVE,POSITIVE,2,Engenheiro De Automação,214262
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98287308.htm,3,Para se dar bem dependerá do seu momento de vida e do que acredita,"É uma ótima empresa e tem bom salário e benefícios, pessoas qualificadas e bom ambiente de trabalho.","Entretanto, a vida profissional e pessoal se torna uma, possui uma alta demanda de trabalho e devido a isso muitas vezes não é possivel realizar todas as atividades durante o expediente e muitas vezes para cumprir com as tarefas e com o alto nível de cobrança torna-se necessário trabalhar mais do que às horas combinadas.",,Estágiario jurídico,2025-06-25T17:54:33.423,pt,98287308,0,0,0.0,0.0,0.0,0.0,2479061,"São Paulo, SP",True,,,,0,Estágiario jurídico,5993125
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98188840.htm,5,Empresa muito boa,"VR - 924,00
PPR - até 4,5 salários",Não tem pontos negativos .,,Analista Sênior,2025-06-21T05:18:17.350,pt,98188840,5,5,5.0,5.0,5.0,5.0,2479061,"São Paulo, SP",True,,,,1,Analista Sênior,489498
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98108369.htm,3,Feedback,Nada a declarar até o momento.,"Burocracia, limitação no cargo, fretado indisponível para aprendizes, falta de demanda para alguns aprendizes e excesso dele para outros.",,Jovem Aprendiz Administrativo,2025-06-17T16:40:33.337,pt,98108369,0,0,0.0,0.0,0.0,0.0,4159014,Alumínio,True,,NEUTRAL,,0,Jovem Aprendiz Administrativo,4035176
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98032357.htm,5,Boa empresa para se trabalhar,"Ambiente de trabalho
Ações de integração e diversidade
Benefícios","Governança Corporativa
Estrutura Administrativa da Fábrica",,Coordenador De Riscos E Controles Internos,2025-06-13T12:28:19.067,pt,98032357,4,4,4.0,3.0,4.0,4.0,4159014,Alumínio,False,,POSITIVE,POSITIVE,4,Coordenador De Riscos E Controles Internos,6144054
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW98028495.htm,5,Empresa top,Melhor empresa para se trabalhar,Não tem nada de contra,,Mecânico De Manutenção,2025-06-13T09:01:40.763,pt,98028495,5,5,5.0,5.0,5.0,5.0,4159014,Alumínio,False,,POSITIVE,POSITIVE,20,Mecânico De Manutenção,765214
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97859805.htm,3,"Empresa grande, diferentes aprendizados","Bom benefícios
Horário flexível 
Segurança em primeiro lugar","Baixo salário 
Ambiente insalubre
Sem plano de carreira",,Eletricista de manutenção industrial ll,2025-06-05T18:03:35.427,pt,97859805,3,5,3.0,2.0,3.0,2.0,,,True,,NEUTRAL,POSITIVE,0,Eletricista de manutenção industrial ll,7010536
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97781027.htm,3,Oportunidade de Crescimento,"Salário entre compatível e acima do mercado.
Plano de saúde 
Fretado
PLR bom","Horário do fretado é muito cedo.
Cargos de gestão sem conhecimento específico da área 
Precisa ser político para crescer","Deixar a política para os cargos de gerência para cima.
Valorizar as equipes técnicas",Engenheiro De Projetos,2025-06-03T02:50:50.437,pt,97781027,3,3,2.0,4.0,4.0,2.0,4159014,Alumínio,True,,NEGATIVE,POSITIVE,4,Engenheiro De Projetos,888644
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97685032.htm,5,Trainee,Refeitório na unidade e transporte fretado.,"Não possui PLR, nem participação nos lucros.",,Graduate Engineer Trainee,2025-05-29T07:58:43.683,pt,97685032,5,5,5.0,5.0,3.0,2.0,4159014,Alumínio,False,,NEUTRAL,POSITIVE,0,Graduate Engineer Trainee,21628
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97651136.htm,5,Ambiente de trabalho,"Ambiente de trabalho colaborativo, gestores altamente capacitados, ambiente acolhedor e receptivos.",Não tenho nada a reclamar.,,Jovem Aprendiz De Produção,2025-05-28T04:41:24.617,pt,97651136,5,5,5.0,5.0,5.0,5.0,2504205,Itapissuma,False,,POSITIVE,POSITIVE,1,Jovem Aprendiz De Produção,4037782
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97637644.htm,1,Não Sustentável,Bom clima de trabalho entre os engenheiros e alguns consultores.,"Diretoria limitada profissionalmente  e bloqueadora assim como a Gerência. Todos Gerentes e Diretores por acumularem alguns anos na empresa atuam de forma arbitrária, fazendo micro gerenciamento de tudo e todos devido as limitações e falta de segurança própria...",Se auto demitir e deixar o caminho livre para novos profissionais...,Engenheiro De Projetos Sênior,2025-05-27T15:14:01.267,pt,97637644,1,1,1.0,1.0,1.0,1.0,4159014,Alumínio,False,,NEGATIVE,NEGATIVE,2,Engenheiro De Projetos Sênior,4036995
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97622181.htm,4,.,"Diversos benefícios incluindo gympass, flash alimentação, convênio médico e odontológico",Salario abaixo da média sobre demais empresas,,Operador De Produção I,2025-05-27T05:20:02.587,pt,97622181,4,5,3.0,4.0,4.0,4.0,4159014,Alumínio,True,,POSITIVE,POSITIVE,2,Operador De Produção I,4035289
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97588864.htm,5,Ótima empresa para se trabalhar,"Autonomia, liberdade de propor ideias e projetos. Liderança aberta para o diálogo e propor melhorias ","- Equipe muito enxuta, sobrecarregando algumas áreas.
- vale alimentação muito baixo comparado com outras empresas.",,Supervisor,2025-05-25T15:58:13.297,pt,97588864,5,4,4.0,4.0,4.0,5.0,,,True,,POSITIVE,POSITIVE,0,Supervisor,64221
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97539425.htm,5,Bom,"Boa estrutura
Boa
Boa
Boa
Boa","Paga pouco
Salário baixo
Serviço pesado",,Mecânico De Manutenção,2025-05-22T15:00:39.970,pt,97539425,0,0,0.0,0.0,0.0,0.0,4159014,Alumínio,False,,NEGATIVE,POSITIVE,2,Mecânico De Manutenção,765214
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97513202.htm,5,excelente para trabalhar,"empresa muito humana, preza pelo bem estar do funcionário e promove ações para o crescimento pessoal e profissional",não tenho nada a reclamar,,Técnico Químico Júnior,2025-05-21T17:41:02.053,pt,97513202,5,5,5.0,5.0,5.0,5.0,2449056,Miraí,True,,POSITIVE,POSITIVE,2,Técnico Químico Júnior,4041065
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97493667.htm,3,Boa empresa no geral,"Localização
Times das operações
Plano de saude","Microgestão
Politicagem
Falta de autonomia",,Gerente Corporativo,2025-05-21T04:05:20.933,pt,97493667,3,3,3.0,2.0,4.0,3.0,4159014,Alumínio,True,,NEUTRAL,POSITIVE,2,Gerente Corporativo,974462
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97484833.htm,5,Ótimo,"Bolsa auxílio, benefícios, ambiente agradável e empresa receptiva.","Tem pouca diversidade, porém ótima empresa.",,Estagiário Superior,2025-05-20T18:49:23.597,pt,97484833,5,1,5.0,5.0,5.0,5.0,,,True,,POSITIVE,POSITIVE,2,Estagiário Superior,499122
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97391232.htm,4,Boa Empresa,"Remuneração 
Benefícios
Fretado
Assistência Geral para os funcionários","Liderança
Desligamento não leva em consideração avaliação de desempenho",olhar de forma seria para avaliação de desempenho principalmente nível de supervisão,Supervisor,2025-05-16T06:40:38.587,pt,97391232,4,4,4.0,1.0,4.0,4.0,4159014,Alumínio,False,,POSITIVE,POSITIVE,6,Supervisor,64221
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97354433.htm,4,salario ruim,"prezam pela segurança, se tiver formação tem como conseguir classificação ou promoção","a cba já pagou bem, hoje paga mal, e a comida interna é ruim, classificações para operadores muito raro, quando vem é pouquinho, centavos",funcionário feliz é funcionário com dinheiro no bolso,Operador De Produção,2025-05-14T22:21:43.327,pt,97354433,4,5,2.0,2.0,3.0,3.0,4159014,Alumínio,True,,NEGATIVE,POSITIVE,2,Operador De Produção,4035175
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97348363.htm,4,Ótimo clima,"Lideranças super competentes e empaticas.
Desafios profissionais bastante agregador",Gestão de carreira e salários extremamente engessado,Briguem mais por promoção de seus funcionários,Analista De Sustentabilidade Pleno,2025-05-14T15:41:26.263,pt,97348363,5,4,4.0,4.0,2.0,5.0,2479061,"São Paulo, ",False,,POSITIVE,POSITIVE,2,Analista De Sustentabilidade Pleno,4046933
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97324947.htm,5,Bom em todos os aspectos gerais,"- Boa remuneração
- Boa equipe para se trabalhar",O acesso à região do escritório apresenta dificuldades em função do elevado fluxo de trânsito.,,Estagiário De Performance,2025-05-13T22:41:27.563,pt,97324947,5,5,5.0,5.0,5.0,5.0,2479061,"São Paulo, ",True,,POSITIVE,POSITIVE,1,Estagiário De Performance,4054767
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97158216.htm,5,Avaliação de estágio,"Boa empresa pra começar, bom suporte","Salários baixos e poucos beneficios, longe do centro",,Estagiário De Manutenção,2025-05-06T10:23:54.043,pt,97158216,5,4,3.0,5.0,5.0,4.0,2504205,Itapissuma,False,,POSITIVE,POSITIVE,1,Estagiário De Manutenção,4038107
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW97107946.htm,1,Ruim,Benefícios bons e plano de saúde bom,Chefia Pessima e comida ruim,Evoluir e sair dos tempos antigos,Mecânico De Manutenção,2025-05-04T08:13:42.460,pt,97107946,0,5,4.0,1.0,2.0,1.0,4159014,Alumínio,False,,NEGATIVE,NEGATIVE,6,Mecânico De Manutenção,765214
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW96956014.htm,3,Otimo,"Aprendizado ,equipe ,interior da fábrica,","Reconhecimento , posicionamento ,líderes, motivação ",,Recursos Humanos,2025-04-26T11:17:55.810,pt,96956014,0,0,0.0,0.0,0.0,0.0,,,False,,,,0,Recursos Humanos,366001
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW96669217.htm,4,Bom,"Clima e funcionários éticos, criando um clima bom de trabalhar","Empresa grande, para crescer é preciso se diferenciar",,,2025-04-14T07:29:03,pt,96669217,0,0,0.0,0.0,0.0,0.0,,,False,,,,1,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW96600369.htm,5,Boa empresa,"Bons benefícios
Bom ambiente de trabalho
Cultura de diversidade",Não há plano de carreira,"Desenhar melhor o plano de carreira dos empregados, nos temos sonhos",Eletricista De Manutenção,2025-04-10T18:01:51.417,pt,96600369,5,5,5.0,3.0,5.0,2.0,4159014,Alumínio,True,,POSITIVE,POSITIVE,4,Eletricista De Manutenção,4035268
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW96594088.htm,4,Boa,PPR (PLR) e convênio são bons,Plano de carreira poderia melhorar,,Operador De Produção II,2025-04-10T12:59:24.113,pt,96594088,0,0,0.0,0.0,0.0,0.0,4159014,Alumínio,True,,,,0,Operador De Produção II,4035301
